Order ID,Order Date,Customer ID,Product ID,Units Sold,Total Sales
80736,18-Feb-17,E1031,72,30,£270.00
21822,08-Jul-16,E1041,30,12,£115.80
86232,20-Aug-16,E1088,72,39,£351.00
81572,07-Apr-17,E1037,66,16,£288.00
35398,03-Nov-16,E1048,51,26,£988.00
63051,19-Jun-18,E1014,12,47,"£12,384.50"
53282,02-Jan-16,E1052,61,89,"£1,246.00"
13243,06-Dec-15,E1064,66,61,"£1,098.00"
32622,13-Jan-16,E1082,19,11,£137.50
57783,24-Oct-18,E1017,59,39,"£1,712.10"
29870,23-Feb-15,E1033,17,63,£976.50
85778,22-Mar-15,E1040,42,79,"£2,045.31"
33488,20-Jul-18,E1019,63,30,£300.00
86572,03-Feb-18,E1022,63,71,£710.00
14809,15-Jun-18,E1013,76,89,"£2,959.25"
87726,08-Sep-15,E1048,41,44,"£1,531.20"
26410,13-Nov-15,E1079,41,17,£591.60
32122,17-Feb-17,E1053,7,20,£380.00
83901,28-Mar-18,E1042,17,15,£232.50
9595,23-Dec-18,E1049,42,47,"£1,216.83"
48743,25-Jun-15,E1012,71,76,£566.20
84681,03-Oct-16,E1075,48,69,"£1,204.05"
25324,18-Aug-17,E1043,68,21,£193.20
65895,30-Jul-16,E1002,46,44,£660.00
53837,07-Jan-17,E1027,20,21,£525.00
62917,24-Dec-15,E1021,49,67,"£2,197.60"
86997,31-Jul-16,E1012,40,14,"£1,358.00"
33684,29-Apr-15,E1013,19,67,£837.50
89720,19-Nov-16,E1068,7,8,£152.00
78512,12-Nov-16,E1079,21,64,"£1,664.00"
67550,28-Dec-17,E1003,73,80,"£2,400.00"
19356,19-Jan-15,E1088,35,67,"£1,410.35"
47948,16-Dec-17,E1008,5,65,"£4,062.50"
31913,31-May-18,E1020,27,46,"£1,426.00"
83497,23-Nov-16,E1078,27,27,£837.00
25227,27-Jan-17,E1019,14,37,£259.00
83850,05-Apr-18,E1077,52,49,"£2,695.00"
35983,22-Apr-17,E1026,75,6,£263.40
27146,02-Aug-15,E1016,27,74,"£2,294.00"
54221,17-Jan-16,E1046,40,25,"£2,425.00"
49018,28-Oct-18,E1042,12,23,"£6,060.50"
52514,04-Sep-17,E1054,75,83,"£3,643.70"
52910,08-Feb-16,E1075,77,5,£47.50
81300,06-Apr-17,E1054,35,43,£905.15
58681,29-May-18,E1009,31,26,£156.00
88108,05-Sep-15,E1076,52,10,£550.00
82252,13-Apr-17,E1005,50,22,£462.00
40761,24-Jul-16,E1034,30,8,£77.20
59683,31-Jan-15,E1069,63,79,£790.00
29432,09-Feb-17,E1027,64,81,"£2,308.50"
85885,30-Oct-16,E1051,57,88,"£4,012.80"
16992,24-Jan-15,E1028,1,17,£663.00
75445,27-Mar-18,E1065,65,35,£420.00
59663,03-Jan-16,E1035,28,5,£95.00
53691,18-Jun-15,E1019,72,47,£423.00
76741,30-Mar-16,E1011,30,47,£453.55
22080,02-Apr-15,E1085,50,59,"£1,239.00"
89220,04-Mar-17,E1039,49,38,"£1,246.40"
26804,13-Mar-16,E1072,5,82,"£5,125.00"
13863,13-Jul-18,E1063,10,76,"£1,622.60"
54132,25-Oct-17,E1043,41,75,"£2,610.00"
64612,09-May-16,E1084,72,69,£621.00
23175,06-Aug-17,E1009,16,81,£202.50
14013,04-Oct-16,E1067,75,24,"£1,053.60"
22101,24-Dec-18,E1075,53,58,"£1,131.00"
86228,11-Nov-18,E1064,62,77,"£6,237.00"
80622,04-May-17,E1083,20,76,"£1,900.00"
18206,28-Dec-16,E1083,28,40,£760.00
81336,06-Jul-16,E1064,33,70,£980.00
61612,04-May-15,E1035,28,35,£665.00
66647,08-May-15,E1059,37,57,"£3,021.00"
6642,06-Sep-16,E1029,69,68,"£8,417.72"
83885,26-Jun-18,E1004,40,56,"£5,432.00"
56676,16-Jun-16,E1040,54,69,£534.75
51945,15-Mar-16,E1081,70,5,£116.25
39931,08-Sep-15,E1029,27,27,£837.00
7544,16-Apr-15,E1032,77,78,£741.00
87247,04-Feb-18,E1045,70,46,"£1,069.50"
16345,02-Dec-17,E1052,37,33,"£1,749.00"
42523,12-Mar-16,E1028,41,38,"£1,322.40"
66397,03-Jan-16,E1004,18,26,£988.00
53988,19-Jul-17,E1087,64,90,"£2,565.00"
41286,30-Jan-15,E1068,51,86,"£3,268.00"
75952,22-Jan-17,E1036,64,21,£598.50
47464,18-May-17,E1051,74,19,£308.75
47304,20-Oct-17,E1032,11,90,"£1,147.50"
88145,10-Jan-16,E1059,5,13,£812.50
15746,05-Nov-15,E1054,4,61,"£2,074.00"
16747,01-May-17,E1010,54,89,£689.75
37911,01-May-17,E1074,33,31,£434.00
70763,13-Apr-16,E1035,1,11,£429.00
80662,20-Feb-16,E1008,54,65,£503.75
57625,20-May-15,E1066,57,51,"£2,325.60"
52517,26-Feb-17,E1032,54,44,£341.00
21862,12-Aug-17,E1034,56,8,£76.00
56918,02-Sep-15,E1017,69,36,"£4,456.44"
28811,04-Jul-17,E1004,16,12,£30.00
81117,23-Jan-17,E1020,40,68,"£6,596.00"
40352,25-Jan-18,E1073,18,23,£874.00
43754,08-Jan-16,E1053,14,60,£420.00
43844,02-Sep-18,E1038,14,70,£490.00
50531,24-Nov-17,E1073,70,48,"£1,116.00"
82789,11-Mar-18,E1047,18,56,"£2,128.00"
84552,04-Apr-16,E1087,23,56,"£2,016.00"
43312,07-Jun-17,E1043,9,28,£616.00
41080,26-Feb-17,E1083,44,85,"£1,190.00"
80995,29-Jul-17,E1030,10,30,£640.50
19213,18-Jan-18,E1080,70,61,"£1,418.25"
86677,29-Nov-16,E1014,4,48,"£1,632.00"
34650,30-Jan-18,E1001,47,23,£552.00
87213,10-Dec-17,E1019,73,15,£450.00
37785,26-Mar-17,E1086,28,45,£855.00
82025,20-Feb-16,E1067,39,89,"£1,780.00"
37502,11-Jul-18,E1041,47,83,"£1,992.00"
13430,08-Apr-15,E1079,57,77,"£3,511.20"
8175,25-Dec-16,E1009,1,51,"£1,989.00"
27975,18-Jul-16,E1035,67,44,"£2,169.20"
56342,10-Jan-17,E1028,46,37,£555.00
89733,23-Jun-18,E1014,55,71,"£1,065.00"
9141,28-Nov-17,E1052,14,81,£567.00
88155,08-Jan-18,E1051,54,10,£77.50
65811,04-Mar-15,E1066,52,61,"£3,355.00"
42330,13-Oct-15,E1054,18,58,"£2,204.00"
35157,09-Dec-18,E1064,51,19,£722.00
55402,29-Jan-18,E1001,55,27,£405.00
75595,29-Sep-17,E1087,18,30,"£1,140.00"
46518,30-Jul-16,E1072,73,60,"£1,800.00"
31126,31-Mar-16,E1055,65,37,£444.00
34574,16-Dec-16,E1008,54,26,£201.50
44031,25-Mar-18,E1072,37,51,"£2,703.00"
32642,04-Mar-17,E1040,57,45,"£2,052.00"
57491,31-Oct-15,E1010,8,78,"£1,404.00"
33260,31-May-17,E1024,51,65,"£2,470.00"
23485,01-Jul-16,E1076,56,58,£551.00
73180,26-Jul-15,E1029,60,35,£437.50
5573,28-Oct-16,E1027,76,75,"£2,493.75"
48037,29-Aug-15,E1041,76,32,"£1,064.00"
68001,26-Jul-18,E1008,10,52,"£1,110.20"
67423,27-Oct-16,E1036,72,67,£603.00
40328,07-Dec-15,E1078,36,29,£493.00
38860,03-Nov-16,E1006,18,50,"£1,900.00"
7698,31-Jan-17,E1069,75,63,"£2,765.70"
86397,28-Sep-18,E1059,51,23,£874.00
71983,24-Feb-17,E1034,39,73,"£1,460.00"
53380,21-May-16,E1078,13,48,£636.00
52756,04-Oct-18,E1079,8,87,"£1,566.00"
40545,14-Mar-18,E1002,26,80,"£1,680.00"
16517,14-Jan-15,E1021,1,28,"£1,092.00"
10897,18-Feb-18,E1053,47,55,"£1,320.00"
51706,03-Jul-18,E1016,25,10,£312.30
79633,21-May-16,E1049,5,53,"£3,312.50"
26845,17-Dec-18,E1044,49,40,"£1,312.00"
37886,15-Feb-17,E1029,39,48,£960.00
33694,01-Jul-17,E1024,8,34,£612.00
69225,11-Oct-16,E1020,32,68,"£1,224.00"
57590,10-Apr-15,E1020,73,29,£870.00
75566,11-Mar-15,E1033,25,52,"£1,623.96"
88298,07-Apr-18,E1044,14,73,£511.00
30448,17-Jul-16,E1087,32,88,"£1,584.00"
77091,07-Mar-17,E1014,49,69,"£2,263.20"
30517,12-Jul-18,E1031,77,77,£731.50
66928,20-Oct-18,E1083,17,8,£124.00
68666,17-Apr-16,E1030,43,65,"£2,600.00"
11508,03-Jul-17,E1013,23,55,"£1,980.00"
26765,07-Nov-15,E1053,5,23,"£1,437.50"
39582,12-May-17,E1055,16,87,£217.50
80003,04-Mar-17,E1069,35,73,"£1,536.65"
39025,30-Dec-17,E1086,10,85,"£1,814.75"
7082,04-Aug-16,E1017,61,55,£770.00
68097,22-Apr-18,E1002,52,5,£275.00
64763,10-Apr-15,E1076,28,9,£171.00
43083,16-May-17,E1083,20,8,£200.00
45336,22-Dec-16,E1047,45,56,£728.00
80561,30-Dec-17,E1050,20,69,"£1,725.00"
52297,07-Jan-18,E1013,50,52,"£1,092.00"
82060,30-Mar-16,E1081,44,74,"£1,036.00"
7555,25-Dec-16,E1013,23,75,"£2,700.00"
67464,20-May-15,E1016,1,60,"£2,340.00"
32438,03-Feb-18,E1042,17,48,£744.00
46369,09-Mar-17,E1083,32,26,£468.00
15317,25-Jun-17,E1066,26,45,£945.00
21054,27-Oct-17,E1077,57,67,"£3,055.20"
67671,18-Dec-17,E1064,14,81,£567.00
80924,12-Nov-17,E1083,13,29,£384.25
35859,28-Jan-15,E1035,39,38,£760.00
52610,06-Feb-18,E1035,40,20,"£1,940.00"
18548,22-Jun-18,E1083,73,6,£180.00
79147,29-Jan-18,E1063,36,15,£255.00
65153,12-Nov-17,E1086,28,5,£95.00
16167,22-Jun-18,E1017,12,28,"£7,378.00"
76561,18-May-16,E1049,56,69,£655.50
85750,11-Jul-17,E1086,32,76,"£1,368.00"
14374,21-Sep-16,E1074,61,13,£182.00
17069,21-Apr-18,E1033,5,62,"£3,875.00"
78241,23-Jan-16,E1078,70,36,£837.00
88635,31-Mar-16,E1031,33,21,£294.00
37966,11-Jan-16,E1031,22,49,£220.50
88773,18-Sep-17,E1087,35,13,£273.65
5648,12-Jun-18,E1089,76,18,£598.50
10471,15-Dec-17,E1079,1,68,"£2,652.00"
79201,28-Dec-17,E1033,49,16,£524.80
26092,02-Sep-18,E1087,70,18,£418.50
28774,15-Aug-15,E1037,7,46,£874.00
83595,07-Dec-18,E1057,57,34,"£1,550.40"
48917,26-Oct-17,E1007,56,90,£855.00
68729,11-Sep-18,E1043,32,69,"£1,242.00"
16726,22-Nov-18,E1061,52,23,"£1,265.00"
38139,16-May-18,E1036,64,56,"£1,596.00"
64053,14-Oct-16,E1053,64,47,"£1,339.50"
34971,27-Mar-15,E1013,62,82,"£6,642.00"
83581,03-Sep-15,E1060,53,30,£585.00
13079,30-Oct-18,E1025,13,88,"£1,166.00"
77656,28-Jun-16,E1079,10,63,"£1,345.05"
28580,23-Apr-15,E1024,60,79,£987.50
13716,29-Apr-16,E1039,42,67,"£1,734.63"
19842,12-Jun-18,E1001,69,21,"£2,599.59"
10274,09-Oct-16,E1065,2,26,£260.00
61011,19-Sep-17,E1076,28,46,£874.00
30750,13-Dec-18,E1022,51,64,"£2,432.00"
53813,04-Dec-15,E1057,6,45,£810.00
63104,26-Nov-18,E1023,33,5,£70.00
70418,14-Jul-17,E1075,51,48,"£1,824.00"
17575,09-May-18,E1088,31,11,£66.00
20711,21-Aug-16,E1016,53,72,"£1,404.00"
41609,15-Sep-17,E1056,39,8,£160.00
32960,12-Jun-16,E1006,53,21,£409.50
60762,22-Sep-17,E1024,59,16,£702.40
88567,05-Mar-18,E1047,3,35,£644.00
69021,25-Aug-18,E1066,56,87,£826.50
72086,08-Nov-15,E1011,31,39,£234.00
29537,24-Oct-17,E1041,41,22,£765.60
7694,06-May-17,E1034,3,49,£901.60
32582,15-Sep-18,E1053,67,14,£690.20
87086,30-Sep-17,E1067,23,54,"£1,944.00"
46600,05-Feb-15,E1048,68,65,£598.00
74704,28-Sep-15,E1034,29,60,"£2,760.00"
76577,29-Nov-15,E1077,48,33,£575.85
15100,01-Dec-15,E1050,12,26,"£6,851.00"
52404,18-Jan-17,E1066,7,80,"£1,520.00"
77859,05-May-17,E1045,18,12,£456.00
25599,10-Jan-18,E1034,33,89,"£1,246.00"
55210,23-Apr-18,E1086,51,21,£798.00
77342,10-Dec-16,E1084,51,19,£722.00
73102,11-Sep-17,E1016,44,48,£672.00
78832,07-Jan-16,E1009,34,27,£270.00
84484,07-Jul-17,E1072,50,83,"£1,743.00"
10426,30-May-16,E1001,65,69,£828.00
63247,09-Jan-18,E1006,59,83,"£3,643.70"
20724,28-Jan-15,E1069,19,41,£512.50
29374,24-Jun-16,E1075,46,79,"£1,185.00"
22658,20-Jan-16,E1041,12,31,"£8,168.50"
10413,08-Oct-15,E1005,63,26,£260.00
53442,24-Sep-15,E1052,11,9,£114.75
63993,12-Apr-16,E1088,64,5,£142.50
67629,03-Jul-15,E1073,6,83,"£1,494.00"
17487,27-Mar-16,E1088,5,9,£562.50
36296,01-Dec-15,E1080,68,56,£515.20
71007,03-Apr-18,E1058,27,90,"£2,790.00"
41634,27-Jul-15,E1061,31,71,£426.00
56708,30-Mar-18,E1053,9,22,£484.00
48864,18-Oct-17,E1035,70,23,£534.75
89626,05-Sep-18,E1014,4,73,"£2,482.00"
51216,20-Oct-18,E1036,21,79,"£2,054.00"
58537,20-Dec-17,E1043,69,42,"£5,199.18"
37220,15-Nov-16,E1014,77,24,£228.00
23523,29-Jul-15,E1031,70,81,"£1,883.25"
77245,13-Apr-15,E1086,32,41,£738.00
54160,03-Feb-18,E1005,33,5,£70.00
26199,03-Nov-17,E1003,28,69,"£1,311.00"
14721,22-Nov-15,E1049,19,52,£650.00
23045,21-Jun-16,E1041,77,88,£836.00
27676,27-Jun-16,E1030,6,28,£504.00
30803,19-Sep-18,E1068,37,42,"£2,226.00"
37189,02-Jun-17,E1056,70,54,"£1,255.50"
25944,09-Aug-15,E1084,50,41,£861.00
42378,11-Jul-18,E1078,14,21,£147.00
47580,14-Jun-16,E1046,65,48,£576.00
26511,27-Sep-16,E1089,40,70,"£6,790.00"
62279,13-Oct-16,E1026,53,16,£312.00
66458,14-Oct-18,E1013,57,27,"£1,231.20"
58993,22-Jun-18,E1005,70,84,"£1,953.00"
40357,15-Mar-16,E1060,70,21,£488.25
54574,05-Jul-16,E1023,74,79,"£1,283.75"
45614,15-Aug-17,E1079,34,88,£880.00
20484,19-Dec-17,E1068,12,83,"£21,870.50"
87840,30-Nov-18,E1029,42,83,"£2,148.87"
6701,12-Sep-17,E1062,55,78,"£1,170.00"
37184,07-Aug-18,E1009,46,59,£885.00
64841,28-Apr-15,E1047,23,5,£180.00
10661,12-Aug-15,E1066,32,11,£198.00
15570,07-Sep-17,E1068,70,62,"£1,441.50"
30456,19-May-17,E1011,25,83,"£2,592.09"
82166,02-May-16,E1014,66,54,£972.00
28296,16-Feb-15,E1038,53,13,£253.50
30756,01-Feb-17,E1074,14,31,£217.00
24123,02-Mar-15,E1035,72,22,£198.00
20559,15-Jun-15,E1017,45,27,£351.00
16129,01-Mar-18,E1060,2,51,£510.00
11762,23-Sep-15,E1077,36,49,£833.00
27260,15-Jul-17,E1003,9,61,"£1,342.00"
23811,22-Jul-16,E1012,30,32,£308.80
21107,02-Mar-18,E1056,63,10,£100.00
64333,25-Nov-18,E1061,9,60,"£1,320.00"
52290,02-Jun-16,E1083,1,47,"£1,833.00"
44004,08-Jul-16,E1080,12,56,"£14,756.00"
55647,05-Sep-15,E1044,8,32,£576.00
73221,26-Mar-18,E1075,60,12,£150.00
81044,03-Jan-17,E1012,49,62,"£2,033.60"
15498,15-Mar-17,E1037,76,29,£964.25
72407,18-Dec-16,E1032,47,30,£720.00
10866,12-Apr-17,E1073,37,26,"£1,378.00"
63606,21-Apr-17,E1041,48,68,"£1,186.60"
78359,01-May-18,E1080,60,73,£912.50
36522,16-Feb-18,E1054,16,26,£65.00
61652,04-Apr-15,E1039,59,14,£614.60
83158,27-Feb-18,E1047,71,14,£104.30
21922,01-Sep-17,E1026,5,57,"£3,562.50"
83319,22-Jul-17,E1002,13,8,£106.00
26872,18-Aug-16,E1084,68,8,£73.60
76570,20-Jun-18,E1008,47,21,£504.00
31598,05-Jan-15,E1004,16,84,£210.00
83399,06-Oct-16,E1047,45,34,£442.00
86206,30-Aug-17,E1007,62,83,"£6,723.00"
61439,06-Dec-15,E1034,27,22,£682.00
12431,10-Sep-16,E1086,16,33,£82.50
86097,23-Feb-16,E1051,58,78,"£1,092.00"
59865,16-Dec-15,E1019,58,45,£630.00
23804,18-Aug-16,E1008,56,11,£104.50
57104,07-May-16,E1005,30,22,£212.30
31809,22-Jul-18,E1032,5,9,£562.50
8458,13-Sep-16,E1043,18,38,"£1,444.00"
83431,07-Jun-17,E1035,66,80,"£1,440.00"
25366,09-May-16,E1049,63,28,£280.00
5708,08-Sep-15,E1024,65,36,£432.00
79666,18-Mar-15,E1057,48,53,£924.85
43354,17-Oct-18,E1027,3,13,£239.20
30562,13-Apr-18,E1012,76,6,£199.50
82067,14-Nov-15,E1026,22,50,£225.00
38982,25-Jan-15,E1017,69,33,"£4,085.07"
55331,16-May-16,E1025,27,54,"£1,674.00"
46069,17-Aug-17,E1087,21,78,"£2,028.00"
61874,22-Nov-15,E1014,11,89,"£1,134.75"
55235,19-Jan-16,E1088,18,55,"£2,090.00"
29458,25-Jan-17,E1075,32,54,£972.00
78050,19-Apr-17,E1033,74,48,£780.00
34429,25-Mar-16,E1031,51,37,"£1,406.00"
7966,02-May-16,E1060,30,40,£386.00
35556,01-Dec-17,E1036,67,42,"£2,070.60"
37508,30-Dec-16,E1017,54,53,£410.75
85211,20-Aug-17,E1053,20,68,"£1,700.00"
34671,03-May-17,E1087,5,90,"£5,625.00"
75297,02-Nov-16,E1047,23,19,£684.00
53266,12-Feb-16,E1026,35,35,£736.75
7900,08-Jun-15,E1044,47,61,"£1,464.00"
43935,06-Sep-17,E1013,7,80,"£1,520.00"
6932,25-Apr-15,E1028,36,87,"£1,479.00"
60873,12-Jul-17,E1027,54,9,£69.75
57119,08-May-16,E1072,16,33,£82.50
75340,23-Sep-18,E1052,68,74,£680.80
7511,09-Jan-16,E1009,28,38,£722.00
50014,23-Aug-18,E1037,9,59,"£1,298.00"
35492,16-Feb-15,E1034,5,57,"£3,562.50"
55234,21-Jan-18,E1038,3,30,£552.00
82189,21-May-18,E1037,75,19,£834.10
48485,02-Jul-16,E1069,1,78,"£3,042.00"
13290,24-Jul-17,E1020,1,16,£624.00
13872,14-Jul-16,E1087,2,87,£870.00
70582,22-Apr-15,E1069,74,77,"£1,251.25"
7270,26-Sep-16,E1019,66,43,£774.00
52222,11-Jul-16,E1062,16,12,£30.00
36543,09-Oct-18,E1048,29,75,"£3,450.00"
59604,20-Nov-17,E1004,4,88,"£2,992.00"
71227,07-Feb-18,E1008,13,23,£304.75
46569,24-Feb-18,E1043,17,11,£170.50
54441,09-Sep-17,E1052,7,63,"£1,197.00"
74373,11-Nov-15,E1072,15,71,"£1,526.50"
35676,24-Sep-18,E1080,39,84,"£1,680.00"
11172,24-Jun-16,E1023,18,62,"£2,356.00"
5495,02-Nov-17,E1089,18,8,£304.00
17689,09-Nov-18,E1023,7,61,"£1,159.00"
72880,22-Apr-18,E1081,1,58,"£2,262.00"
63597,17-Jan-18,E1007,13,38,£503.50
77668,06-Feb-18,E1054,30,51,£492.15
31163,23-Feb-15,E1044,50,64,"£1,344.00"
33665,19-Oct-16,E1085,41,15,£522.00
17879,07-Nov-18,E1018,3,39,£717.60
7267,31-Mar-16,E1065,67,41,"£2,021.30"
70979,30-Nov-18,E1015,27,62,"£1,922.00"
59657,08-Jun-15,E1057,20,48,"£1,200.00"
72269,25-May-15,E1079,50,37,£777.00
62657,17-Nov-15,E1018,75,32,"£1,404.80"
80178,31-Jan-16,E1057,26,90,"£1,890.00"
87156,02-Jan-16,E1032,75,52,"£2,282.80"
64952,18-May-16,E1065,37,80,"£4,240.00"
41124,08-Feb-15,E1014,10,24,£512.40
77049,03-Jan-16,E1025,15,65,"£1,397.50"
62803,22-Mar-15,E1008,51,61,"£2,318.00"
61939,21-Nov-17,E1077,54,83,£643.25
9526,23-Jun-15,E1062,5,29,"£1,812.50"
11458,24-Apr-18,E1055,14,20,£140.00
72559,18-Feb-15,E1084,17,60,£930.00
67447,11-Apr-18,E1005,7,21,£399.00
87816,04-Jul-15,E1055,25,9,£281.07
7813,25-Nov-15,E1051,17,30,£465.00
59131,01-Jan-16,E1067,40,77,"£7,469.00"
22195,20-Mar-18,E1065,36,46,£782.00
72724,01-Jul-15,E1074,21,56,"£1,456.00"
41955,14-Jun-18,E1070,53,74,"£1,443.00"
34241,22-Mar-18,E1081,14,80,£560.00
87534,17-Apr-16,E1070,59,9,£395.10
10249,12-Jan-15,E1042,15,58,"£1,247.00"
5753,26-Aug-15,E1014,57,69,"£3,146.40"
66280,08-Apr-15,E1054,43,82,"£3,280.00"
58239,05-Jul-16,E1045,31,19,£114.00
70301,31-Mar-17,E1007,46,71,"£1,065.00"
45668,05-May-17,E1076,31,38,£228.00
77272,30-Jun-17,E1003,70,55,"£1,278.75"
79781,07-Mar-16,E1050,44,23,£322.00
26732,01-Dec-15,E1026,35,74,"£1,557.70"
52393,27-Feb-16,E1037,57,5,£228.00
73796,05-Dec-18,E1036,37,65,"£3,445.00"
23939,06-Jun-17,E1004,5,35,"£2,187.50"
11323,01-Sep-18,E1066,37,15,£795.00
11793,14-Oct-17,E1053,23,57,"£2,052.00"
37795,17-Sep-15,E1052,19,88,"£1,100.00"
60088,27-Apr-18,E1002,31,5,£30.00
6303,27-Sep-17,E1018,57,8,£364.80
15758,24-Apr-18,E1027,15,67,"£1,440.50"
86766,26-Oct-17,E1062,60,56,£700.00
16345,17-Sep-18,E1019,27,59,"£1,829.00"
63901,30-Sep-18,E1078,34,17,£170.00
38715,12-Sep-15,E1017,22,87,£391.50
87300,10-Feb-15,E1078,40,66,"£6,402.00"
62620,08-Jul-18,E1026,5,26,"£1,625.00"
5450,02-May-17,E1019,18,63,"£2,394.00"
88228,08-Apr-17,E1063,63,39,£390.00
39110,24-Oct-15,E1047,15,28,£602.00
34983,24-May-18,E1035,31,53,£318.00
27075,28-Aug-18,E1078,49,44,"£1,443.20"
28760,24-Mar-16,E1083,10,26,£555.10
40894,13-Nov-17,E1076,32,56,"£1,008.00"
18199,11-May-15,E1079,49,70,"£2,296.00"
8598,05-Dec-15,E1082,53,57,"£1,111.50"
26423,31-Dec-17,E1053,42,16,£414.24
79785,16-Mar-15,E1082,11,36,£459.00
15380,11-Aug-17,E1061,14,57,£399.00
86780,28-Apr-18,E1011,44,67,£938.00
21202,22-Aug-16,E1011,63,50,£500.00
50313,09-Apr-17,E1068,42,47,"£1,216.83"
5954,22-Aug-15,E1009,46,5,£75.00
57028,26-Jan-17,E1033,5,17,"£1,062.50"
24882,16-Nov-16,E1032,73,32,£960.00
29499,05-Oct-18,E1022,74,57,£926.25
33236,18-May-16,E1033,61,8,£112.00
81254,15-Jun-18,E1068,67,88,"£4,338.40"
53697,10-Jul-15,E1063,61,10,£140.00
40506,19-Jan-16,E1030,12,57,"£15,019.50"
24627,21-Apr-17,E1005,12,19,"£5,006.50"
53949,06-Oct-16,E1067,45,49,£637.00
35810,30-May-16,E1007,54,68,£527.00
83569,19-Jan-17,E1053,23,75,"£2,700.00"
31722,25-Oct-16,E1088,58,76,"£1,064.00"
42618,19-Feb-15,E1079,71,51,£379.95
49878,07-May-17,E1027,26,59,"£1,239.00"
75636,20-Sep-16,E1025,70,76,"£1,767.00"
55458,01-Sep-17,E1052,37,67,"£3,551.00"
83907,26-Jan-18,E1078,56,19,£180.50
25850,30-Jun-18,E1048,53,71,"£1,384.50"
10510,26-Sep-17,E1030,74,43,£698.75
80920,08-Nov-15,E1038,56,21,£199.50
48991,19-Feb-16,E1052,71,51,£379.95
26579,18-Jul-18,E1044,9,86,"£1,892.00"
60247,14-Jul-16,E1026,19,38,£475.00
60753,09-Dec-18,E1041,36,49,£833.00
77385,18-Apr-18,E1005,72,75,£675.00
46839,22-Jan-18,E1051,36,62,"£1,054.00"
19952,21-Mar-16,E1067,64,51,"£1,453.50"
69888,22-Feb-17,E1056,6,11,£198.00
45611,14-Jun-18,E1047,45,79,"£1,027.00"
89375,21-Jul-17,E1086,47,25,£600.00
34449,15-Jan-15,E1071,49,52,"£1,705.60"
64316,03-Dec-16,E1033,15,29,£623.50
59715,28-May-15,E1043,43,75,"£3,000.00"
46099,12-Dec-15,E1081,77,75,£712.50
18881,06-Mar-18,E1038,51,23,£874.00
76557,11-Mar-17,E1044,7,49,£931.00
14162,08-Jul-15,E1065,76,12,£399.00
36766,05-Jun-16,E1032,10,23,£491.05
75600,26-Dec-16,E1071,34,87,£870.00
65899,12-Apr-17,E1074,21,13,£338.00
34254,13-Mar-18,E1016,18,37,"£1,406.00"
18038,04-Dec-18,E1072,61,36,£504.00
12993,07-Aug-16,E1059,11,68,£867.00
75188,26-Jan-17,E1052,4,49,"£1,666.00"
13694,19-Mar-15,E1074,37,35,"£1,855.00"
72282,09-Feb-15,E1069,51,49,"£1,862.00"
71172,07-Nov-16,E1059,45,85,"£1,105.00"
72687,20-Oct-18,E1054,48,55,£959.75
57248,20-Aug-16,E1032,63,88,£880.00
50725,28-May-16,E1082,40,79,"£7,663.00"
78327,02-Feb-15,E1050,5,87,"£5,437.50"
76291,07-Jun-18,E1063,27,43,"£1,333.00"
25918,19-Feb-17,E1033,32,20,£360.00
76410,27-Jun-15,E1018,28,85,"£1,615.00"
5555,08-Jan-15,E1083,62,30,"£2,430.00"
87416,09-Jun-15,E1031,36,63,"£1,071.00"
79307,01-Sep-15,E1035,4,5,£170.00
84762,17-Jul-18,E1071,67,60,"£2,958.00"
21296,24-Aug-18,E1089,70,14,£325.50
75797,16-Dec-15,E1035,4,46,"£1,564.00"
57614,05-Aug-18,E1007,63,8,£80.00
40660,23-Mar-17,E1053,47,62,"£1,488.00"
5345,26-Sep-15,E1070,43,81,"£3,240.00"
69907,10-Apr-16,E1011,9,59,"£1,298.00"
38679,17-Apr-16,E1033,38,13,£416.00
85720,18-Sep-15,E1019,30,66,£636.90
41737,09-Dec-15,E1021,52,40,"£2,200.00"
50495,13-Jul-18,E1043,35,65,"£1,368.25"
84658,19-Aug-16,E1049,33,65,£910.00
48533,05-Jun-18,E1007,55,86,"£1,290.00"
27620,10-Oct-17,E1030,19,6,£75.00
19296,03-Dec-18,E1059,72,26,£234.00
62647,13-May-16,E1030,6,87,"£1,566.00"
39452,16-Oct-15,E1009,54,6,£46.50
13291,22-Nov-17,E1001,33,32,£448.00
5764,07-Oct-15,E1075,8,49,£882.00
69190,13-Jun-17,E1043,52,71,"£3,905.00"
57085,12-Jun-16,E1059,52,61,"£3,355.00"
83892,01-Aug-15,E1044,66,55,£990.00
77673,26-Nov-18,E1045,37,83,"£4,399.00"
12462,16-Dec-18,E1013,54,45,£348.75
29631,24-Nov-16,E1018,14,34,£238.00
10018,30-Nov-16,E1008,51,30,"£1,140.00"
14947,20-Dec-15,E1038,9,34,£748.00
74917,08-Dec-16,E1083,23,59,"£2,124.00"
61501,11-Mar-17,E1067,22,16,£72.00
38740,30-Apr-17,E1049,2,12,£120.00
80588,16-Aug-17,E1086,8,43,£774.00
67680,05-Oct-16,E1031,59,76,"£3,336.40"
89721,12-Dec-18,E1079,48,9,£157.05
28079,04-Jul-18,E1003,67,52,"£2,563.60"
56282,08-Aug-17,E1030,11,64,£816.00
64387,01-Jan-16,E1052,73,11,£330.00
